Song ID,ZCR,Energy,Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCC.1,MFCC.2,MFCC.3,MFCC.4,MFCC.5,MFCC.6,MFCC.7,MFCC.8,MFCC.9,MFCC.10,MFCC.11,MFCC.12,MFCC.13,Chroma Vector(CV),CV.1,CV.2,CV.3,CV.4,CV.5,CV.6,CV.7,CV.8,CV.9,CV.10,CV.11,Chroma Deviation,ZCR_SD,Energy_SD,Entropy of Energy_SD,Spectral Centroid_SD,Spectral Spread_SD,Spectral Entropy_SD,Spectral Flux_SD,Spectral Rolloff_SD,MFCC.1_SD,MFCC.2_SD,MFCC.3_SD,MFCC.4_SD,MFCC.5_SD,MFCC.6_SD,MFCC.7_SD,MFCC.8_SD,MFCC.9_SD,MFCC.10_SD,MFCC.11_SD,MFCC.12_SD,MFCC.13_SD,Chroma Vector(CV)_SD,CV.1_SD,CV.2_SD,CV.3_SD,CV.4_SD,CV.5_SD,CV.6_SD,CV.7_SD,CV.8_SD,CV.9_SD,CV.10_SD,CV.11_SD,Chroma Deviation_SD,Tempo Feature1,Tempo Feature2,Valence,Arousal
162,0.077042905,0.0422513601,0.4631817469,0.0338375212,0.0922688117,0.0336088521,0.2987822266,0.1082158138,0.4404438568,0.7879253389,0.4126040832,0.8808583487,0.6027945929,0.3996754816,0.5355056072,0.5366908312,0.4247514839,0.599062651,0.3918404336,0.4438507046,0.5701744213,0.299642078,0.0963585518,0.2171289348,0.2483983385,0.5704058798,0.3006156291,0.3372129177,0.1465629264,0.4490726055,0.4690387987,0.5511892108,0.2777865532,0.4034254111,0.1308809498,0.0628458927,0.5829485516,0.5572994034,0.9098752338,0.0667916977,0.2419320012,0.0581761203,0.6348420125,0.2677869279,0.3478236278,0.3543374386,0.1956154886,0.2095466057,0.2585912649,0.2066970128,0.2160215361,0.176688766,0.2960678942,0.2277528262,0.2717498608,0.280426032,0.1449317525,0.2793376537,0.3142935814,0.6140825398,0.29305931,0.5996219425,0.1215534255,0.4809803707,0.2855310249,0.4832702148,0.3349140674,0.3271430779,0.2,0.2564357754,0.4,0.3
163,0.0530909588,0.0541737178,0.6545950772,0.0461970284,0.1282222214,0.0185449444,0.1888446191,0.0725552954,0.4307148623,0.8442767171,0.414057955,0.6510886984,0.4336689321,0.2250716107,0.4400631393,0.5623109572,0.6704402753,0.6595351998,0.2400857916,0.4309319886,0.3492495442,0.2860233848,0.1135538124,0.2145211481,0.3766696886,0.1646098255,0.2475383847,0.5297930959,0.053790125,0.454190682,0.2999621102,0.5013470804,0.2960269653,0.3794225699,0.0800230789,0.0812359669,0.5285763151,0.6710595033,0.9275268201,0.0329005144,0.2107456598,0.0467081798,0.6701793868,0.3717281013,0.4091365811,0.4039168262,0.1955877767,0.2075703131,0.3621549401,0.230257408,0.2048932397,0.2259992309,0.3289150321,0.4935734203,0.2651545737,0.2412270477,0.1256766239,0.1670261836,0.4207373683,0.1551460829,0.2448306525,0.8063637803,0.0718872208,0.34775639,0.1793784991,0.4024339804,0.2615771112,0.3181296011,1,0.0739747572,0.5,-0.6
164,0.0947120568,0.0887129296,0.6506478459,0.0397138522,0.0819967656,0.0556773651,0.1914616569,0.1313211449,0.6118885947,0.7751833624,0.478858641,0.8556285554,0.5732387372,0.366847845,0.4972975239,0.530519015,0.4215754314,0.5951714975,0.3290960599,0.3618548484,0.3066105766,0.2778422918,0.1223400766,0.2540936253,0.291371289,0.2920629142,0.258138547,0.3209444475,0.1684878132,0.35019782,0.5823432442,0.5041109224,0.2727371008,0.241922629,0.1262278817,0.0853202161,0.2458673177,0.5102651281,0.8919293008,0.0959008308,0.1339814992,0.063375325,0.3034288595,0.1487687631,0.2267908894,0.3422702701,0.2269726109,0.1673577073,0.3498966216,0.1928184576,0.2182391071,0.1900183695,0.2758892378,0.298698456,0.1929632883,0.1992631684,0.166258148,0.2092946834,0.3219794112,0.3031797929,0.2224492879,0.5443340575,0.1238815306,0.3007269951,0.338847064,0.3712401507,0.2674770092,0.1060858487,0.2,0.0924774733,0.3,0.4
165,0.0019366624,0.1699155743,0.3647290273,0.0582912831,0.16307097,0.0518652387,0.467297404,0.0264769055,0.5511972295,0.8605710868,0.8825665276,0.8896179662,0.8478291484,1,0.4406835662,0.3631195764,0.43375132,0.507940769,0.0626657952,0.621810299,0.1402514815,0.8361598709,0.0162972529,0.4706579743,0.1639319821,0.4259503842,0.0887110148,0.3476479483,0.0471042591,0.1929688689,0.7407811279,0.9809488734,0.0769942413,0.7486408276,0.2191892141,0.294358904,0.4557124548,0.5905756101,0.7719806421,0.1513723482,0.3615003759,0.118565889,0.2851482398,0.4200813798,0.1739678354,0.0689810229,0.0875733711,0.1282742501,0.1677083314,0.0771897715,0.1115975206,0.0468022506,0.2241096754,0.4364677648,0.6435703444,0.8646744627,0.0490700373,0.6529032871,0.2191961243,0.5734158915,0.1101456813,0.6399205863,0.0539952399,0.3117714842,0.6148590379,0.8531234462,0.124864508,0.3352049827,0.2,0.2951885764,0.5,0.3
166,0.0583448954,0.0644242369,0.5108651496,0.0439598298,0.1372030445,0.0311048799,0.115722636,0.0945522565,0.4131132145,0.872722007,0.4985688338,0.9652134869,0.5706442938,0.3773111128,0.5557478905,0.4247581545,0.2499143083,0.5315180935,0.4781417593,0.5365937495,0.3363391424,0.3272317166,0.0968176414,0.4320682162,0.655614388,0.3705896776,0.2596434476,0.4858477276,0.0928255525,0.4302054814,0.7094978729,0.4382313925,0.1305876826,0.4296848516,0.0952008649,0.0987879415,0.5374941852,0.5610167773,0.8318882624,0.059139429,0.0957364814,0.0470591817,0.9454380026,0.2629252383,0.2682332127,0.1358998753,0.058292612,0.0410657556,0.0161675134,0.0719602452,0.0187392008,0.0007182472,0,0.025740918,0.1252633344,0.1733972632,0.0785374901,0.2646588405,0.5123356649,0.2834942302,0.1714681586,0.5644056083,0.0443928516,0.2852910098,0.255670711,0.2258114573,0.0676392244,0.0887942221,0.28,0.1342710647,-0.5,-0.4
167,0.1026068724,0.1368200413,0.4856490102,0.0485854334,0.0878744172,0.0451513215,0.2202142736,0.1345175088,0.6650779646,0.765878299,0.3855188554,0.7534529279,0.5507997258,0.4098578612,0.5677071984,0.5208657687,0.251980661,0.3823182382,0.4248043001,0.5827811664,0.4195772288,0.2968280776,0.1538344141,0.2370235565,0.362630725,0.5547476531,0.3755337041,0.3501225869,0.2045320482,0.2715401275,0.2622122704,0.4256727168,0.2124694984,0.3235306722,0.1213166898,0.126121569,0.3138256275,0.5100757946,0.8439736901,0.0718912264,0.0983713336,0.0668842714,0.2546099398,0.159807509,0.159927883,0.2822380219,0.1324206659,0.1857155665,0.1604971342,0.2330389856,0.2340614359,0.3161780721,0.307347419,0.1882656768,0.2604003544,0.2787186071,0.2041939865,0.167059722,0.4376448047,0.7747912354,0.3937293939,0.6109179497,0.1251574377,0.234168564,0.1803511855,0.3869195255,0.2307842763,0.311447912,0.04,0.2368401995,0.3,0.5
168,0.0711397923,0.0230043304,0.6059709712,0.1291377405,0.311058577,0.0147769347,0.2012242754,0.0572296037,0.2193492664,0.8898303839,0.4302397889,0.6706261534,0.5606583692,0.4205596026,0.5662828444,0.4491582991,0.4245624764,0.5568175672,0.2433727401,0.5134664369,0.5802321508,0.1973670783,0.3983382816,0.4821831677,0.1938301788,0.4092265464,0.5861149013,0.4069245687,0.1184000186,0.2686893332,0.2258366051,0.3527765814,0.1561606082,0.503578328,0.1030700447,0.0324019178,0.3527437572,0.4301518776,0.4672670383,0.0151908561,0.2048154562,0.0291096673,0.6114794537,0.4073033983,0.3600128046,0.2791207793,0.1006871886,0.1822555895,0.1560160829,0.067275896,0.1730368235,0.1395177833,0.1940855915,0.1794702624,0.1992068255,0.1556465881,0.448998723,0.4708379827,0.1372061362,0.3597786027,0.4779283974,0.5680123938,0.1052157,0.2604572043,0.0903754364,0.2451395407,0.1454170788,0.3423507231,1,0.1890314951,-0.5,-0.3
169,0.0830965095,0.0838862781,0.5616164257,0.0397616981,0.0927052331,0.0376796082,0.2482442449,0.1099990903,0.5327975122,0.7716261172,0.4115657739,0.7370931833,0.5114583775,0.3520703308,0.5131242406,0.4721483313,0.5117191288,0.7084712372,0.4740626743,0.3876803263,0.2958970162,0.2389342344,0.136370602,0.2010721183,0.2276504316,0.2983995694,0.2136131088,0.379776562,0.1511690774,0.4058862165,0.5579401139,0.5520810268,0.2158332524,0.3499095004,0.1316409004,0.0947337342,0.4015702313,0.5627109663,0.9012862457,0.073617646,0.1999095459,0.0631315383,0.5648536923,0.3546735897,0.400125172,0.5021310298,0.2450998142,0.2884372012,0.3857150761,0.2365141536,0.2538887543,0.284448579,0.3464357808,0.3455749523,0.3069169419,0.2078350373,0.1905582839,0.2364210726,0.2790605568,0.3366189488,0.2166905162,0.6324745816,0.1334286186,0.4108340833,0.3134088626,0.4768239695,0.2156701012,0.3052919045,0.0666666667,0.0894324255,0.3,-0.1
170,0.0176807562,0.3264420586,0.6905787051,0.0796912415,0.1680633293,0.0623815221,0.2087784605,0.0578148746,0.6993538327,0.8232741483,0.822724293,0.9308544023,0.956307153,0.9190484528,0.4605256365,0.5358676001,0.5125061945,0.4906841383,0.0054201301,0.5260207227,0.1985289266,0.8311023384,0.0250474902,0.5337224887,0.1077777228,0.3521235305,0.1273150275,0.3106480987,0.0309664747,0.1791798799,0.7628654048,0.9170916047,0.1110810049,0.7790406206,0.2637784268,0.4655895428,0.2444497453,0.5436698027,0.7465121971,0.1807078225,0.1582926867,0.144413915,0.12809207,0.4870338164,0.3706063305,0.1914907803,0.1128594272,0.123742887,0.1555887452,0.1008443348,0.1213128769,0.1444348712,0.2245527026,0.4613777926,0.722194556,0.7741663287,0.0417231822,0.764722299,0.1056742251,0.496736543,0.1477779788,0.5161682213,0.0284659508,0.2553949316,0.6380243473,0.7564588242,0.1395426346,0.3546328365,0.2,0.1572681716,0.5,-0.3
171,0.088986041,0.2780214967,0.4713522969,0.0779656265,0.1394276606,0.0121582661,0.3529123004,0.0911038617,0.5773937685,0.7971272327,0.274924477,0.7750727783,0.8812405188,0.463429977,0.3149134246,0.1236206806,0.6466321172,0.6865205766,0.3001789023,0.550584185,0.6033847253,0.3961818646,0.2449360175,0.1870846221,0.2614911514,0.2305320893,0.4902089649,0.2467869041,0.2454075849,0.262692778,0.9951610963,0.3016271248,0.1066062202,0.5489340656,0.1120752989,0.3966597947,0.5944158302,0.6639607412,0.9138704504,0.0251847802,0.3074202303,0.024224037,0.3696447693,0.328448232,0.5180009833,0.3684416564,0.3540751929,0.3815900574,0.4668543293,0.3043558808,0.5542675232,0.5771405911,0.470528045,0.5598304121,0.5100844219,0.4094836181,0.5171147598,0.2401073776,0.5398982573,0.2256347415,0.6735083099,0.4447915332,0.1849528024,0.3211717521,1,0.2759841311,0.1249301141,0.5482704762,0.1,0.2289546957,0.4,-0.6
172,0.204627707,0.0768668981,0.8616977718,0.1523410482,0.0955033175,0.2413266735,0.1088685284,0.2965342218,0.4669496611,0.595880487,0.5419638247,0.6633371122,0.5993077415,0.2116015973,0.4492276651,0.7746218994,0.3347853784,0.4085466559,0.0556151824,0.3771730485,0.5186611199,0.2973050345,0.1400696917,0.5101202646,0.8455889783,0.2538494657,0.1868138318,0.1192293144,0.3229890265,0.2142437044,0.3505978902,0.2825651342,0.0865941556,0.4056287682,0.4378502523,0.0948139843,0.11129074,0.4334818225,0.71517979,0.4397084291,0.0644067441,0.2287363207,0.6793470911,0.6686334885,0.5394488843,0.4141957803,0.3107602587,0.3081275618,0.3880395904,0.3315188117,0.4160816326,0.392574742,0.4669677325,0.4724349167,0.3928945532,0.2410492298,0.1921660121,0.4989021278,0.9015232625,0.2451871034,0.1745030128,0.2081436257,0.2748424808,0.255628641,0.2060493892,0.2337704286,0.07057285,0.2787316849,0.2,0.2476495255,0.5,-0.4
173,0.0348457489,0.2807576879,0.7514635676,0.090980896,0.1685413653,0.077959966,0.1909945304,0.0890702119,0.645549563,0.7875320747,0.8027029755,0.8667309077,0.9853518327,0.9508211794,0.3711702932,0.4023134312,0.4714752693,0.5216139292,0.1273813097,0.662381882,0.3337976362,0.67196414,0.0263059285,0.3425406264,0.1520743868,0.3603602854,0.177381634,0.3337935738,0.0246736312,0.1630149328,1,0.7991679688,0.0919442464,0.7273610726,0.2183981056,0.3561167559,0.2079535134,0.5405746907,0.7544998377,0.1431864957,0.1581155205,0.124996392,0.1913331601,0.4093269482,0.2969636434,0.2607309862,0.1502398592,0.1919057884,0.1415890269,0.1063493226,0.0864556085,0.146072539,0.2439891722,0.3866451535,0.5586644859,0.5634412973,0.0308118617,0.3438836767,0.149726491,0.3043730253,0.1855309646,0.429072678,0.0059321232,0.1740251267,0.5680459006,0.6104089288,0.0850588123,0.1788501872,0.1428571429,0.5528600092,0.4,-0.8
174,0.0148933745,0.3416505251,0.5733816518,0.0808589855,0.1784925225,0.0540729054,0.3428622221,0.0483126073,0.6551192779,0.8437002086,0.8218171737,0.8585167866,0.9063809133,0.9205025825,0.4624441109,0.421052165,0.3921212636,0.4555469472,0.1626439085,0.5854434586,0.31790411,0.6843903071,0.0229792262,0.4190553538,0.1673437988,0.3652368692,0.169227222,0.3521947628,0.0138860224,0.1644523704,0.8266365376,0.8770449527,0.081924467,0.737005158,0.219163389,0.5362552955,0.3656140911,0.550651209,0.7387145961,0.1288906628,0.2777260488,0.1149554533,0.3335411867,0.4622354768,0.3391765298,0.1665402004,0.0979707021,0.1504953369,0.1822983733,0.1081691488,0.1073886688,0.140468459,0.2813710195,0.5530477219,0.7553342919,0.7397596695,0.0456337564,0.6665454173,0.2775841154,0.4766053123,0.2087952892,0.6432849667,0.0071429045,0.2294405966,0.7175911957,0.8363302259,0.1407108224,0.3442914935,0.1428571429,0.1490052639,0.5,0.2
175,0.2781935013,0.3014069707,0.6532053495,0.2485211036,0.1087710272,0.4514910506,0.1894732659,0.4050641276,0.6840880715,0.5585278316,0.6680111256,0.2404480838,0.5451297494,0.2249880028,0.3015452139,0.3338241144,0.2969834826,0.5157899246,0,0.3120066727,0.4894807506,0.3649594064,0.2551300734,0.3067162261,0.5778671864,0.3575240182,0.4517112166,0.0490427187,0.3632440874,0.3195022109,0.5058090209,0.2799697618,0.1300257099,0.4026253561,0.6295901089,0.3115890959,0.2290677083,0.4068704039,0.5981675722,0.681074448,0.0835335594,0.3392886523,0.3754689075,0.6010394799,0.4616096494,0.4286151211,0.2709654503,0.3458467866,0.4765689593,0.4370783502,0.4358617799,0.5634654916,0.4575693429,0.5992928082,0.4866386234,0.3761935124,0.447172427,0.5959890037,0.7504349356,0.3861816942,0.5075151262,0.1046621809,0.2967584102,0.415533048,0.3957528919,0.2699260789,0.1639019937,0.3480070002,0.1428571429,0.2244224859,0.6,0.7
176,0.2419978116,0.0447875986,0.6922066174,0.2635990726,0.2332527714,0.2733828912,0.1781790978,0.3097674312,0.4380355442,0.6103191176,0.5051360753,0.5494842374,0.8301238071,0.5848322653,0.5860788779,0.6182999699,0.5340638892,0.596269122,0.5011555269,0.7165582906,0.6811252691,0.3192935216,0.1064583547,0.1808858657,0.2827048427,0.3976991383,0.4702992626,0.1895485072,0.2920329523,0.1986534973,0.2776534066,0.4700190818,0.2922339879,0.3456090718,0.4116719885,0.0659881522,0.3144747693,0.4627679733,0.4863273695,0.4815733783,0.1675054143,0.2246028101,0.5231251962,0.5147778204,0.8204459078,0.5139860791,0.368565077,0.5169160173,0.6096112277,0.4442409033,0.5652775384,0.5654547813,0.5373339668,0.5422714634,0.4282118671,0.334259269,0.1789896322,0.2753573966,0.4591091459,0.4726874871,0.6462523505,0.3468139566,0.2635406142,0.2823525593,0.2859791777,0.466842838,0.3273979249,0.3954670685,0.2,0.2642748475,0.5,-0.6
177,0.5637366546,0.2523806966,0.8395733731,0.2930682463,0,0.796286457,0.2127879131,0.6735582956,0.3333584156,0,0.4639562273,0.3184718271,0.579014023,0.5693971012,0.4846458706,1,0.149670471,0.5571522233,0.5404578124,0.5845936118,0.685274887,0.1534192593,0.1161936008,0.1919361861,0,0.6476532952,0.0072964041,0.0129505834,0.4106349192,0.0229154555,0.0820454751,0,0,0.1068422558,0.5720622599,0.3747165159,0.2677366624,0.2754322859,0.5845610274,0.7094605845,0.1343885639,0.1872025916,0.457676525,0.8612765188,0.6590887539,0.6310485305,0.5590967147,0.7749464238,1,0.9168354016,1,0.9600002972,0.9170272877,0.8140665216,0.2508443353,0.3202250459,0.2871073543,0.5200824223,0.0380337568,0.6617597431,0.0715332116,0.133479078,0.3518933808,0.0863744806,0.1072468611,0,0.0127226031,0.1680264865,0.2,0.2787871244,0.6,0.2
178,0.1882780601,0.1570355316,0.671122979,0.2070624897,0.2151040439,0.2218147352,0.188146392,0.2428037346,0.5711332965,0.6998362903,0.6235046025,0.4854763501,0.7331649322,0.4619637497,0.5421840906,0.7424957465,0.8351572489,0.6690637069,0.4106837502,0.6130793696,0.489190446,0.2802672193,0.2567980168,0.1371395397,0.1756715086,0.3480930591,0.3223772843,0.308045124,0.2198481906,0.1202058268,0.1842219168,0.6553954493,0.4738442017,0.3947134254,0.3199120136,0.1882397399,0.3595285305,0.4389013493,0.5171830608,0.338363532,0.1758900685,0.1626797012,0.3573435626,0.3083080886,0.5852289152,0.392680144,0.2713155157,0.3211350374,0.4415350831,0.3347930041,0.4056615568,0.4144826107,0.4679305825,0.3866823558,0.2448359432,0.2454160592,0.3493055221,0.0977782842,0.1783035458,0.334424898,0.4284957717,0.5472901363,0.2393511659,0.1431196277,0.0550718182,0.5468688218,0.5351598881,0.3344645324,0.2,0.3967668793,0.5,-0.7
179,0.1734109675,0.0865285521,0.5192104757,0.1408306347,0.15358473,0.1626081201,0.2956476882,0.2143563907,0.5148631931,0.708747755,0.4811370796,0.5898410102,0.7775575966,0.535474751,0.5759997745,0.7171434913,0.6620575167,0.6058565587,0.3578935058,0.6088246428,0.5368155974,0.2423343776,0.3695249434,0.1241199687,0.2799725392,0.3442908705,0.4171774231,0.147010956,0.3166851437,0.2844957962,0.2161461803,0.5813994205,0.1435395203,0.3345251393,0.3937334677,0.0878328257,0.4533521764,0.5302987285,0.6593748617,0.3877958549,0.2250800684,0.1964905561,0.4582777502,0.6184931464,0.5952526321,0.4801464308,0.3318188409,0.4846358165,0.5125345094,0.4909674091,0.5528110717,0.5675991587,0.5141336423,0.470058325,0.3769509049,0.3420115877,0.6715745418,0.1925881838,0.4948314011,0.4083230198,0.5594969754,0.3126175997,0.3543135035,0.4472418278,0.1968001001,0.5565856887,0.1777502411,0.376031833,0.1428571429,0.1922376117,0.6,-0.3
180,0.0780681096,0.2429118833,0.488673046,0.0358549303,0.101167886,0.0092385189,0.4371514603,0.0914772181,0.6311743081,0.8176445987,0.3167704617,0.7677007234,0.6866141289,0.3384002678,0.2222543338,0,0.4424512985,0.674697237,0.2480032273,0.4574597238,0.6090470072,0.4918851021,0.0362941764,0.077329704,0.2335353477,0.2995322204,0.7815564229,0.3370018354,0.4760815375,0.3239049848,0.706270988,0.2883818461,0.1276107947,0.5618423076,0.0974126761,0.2517040287,0.5021766221,0.5557936619,0.9047452642,0.0112225884,0.3042350169,0.0253268287,0.2112711968,0.1566160721,0.3280480382,0.2651285838,0.259225522,0.3344223981,0.3090830758,0.2275615652,0.3925846205,0.3998293695,0.42450927,0.362248275,0.3478686551,0.3899967912,0.0589791363,0.0904714051,0.3885465146,0.5089781731,1,0.5842853309,0.3944835712,0.4166904271,0.7101410987,0.2718011647,0.1438805635,0.5539537181,0.0666666667,0.4603284625,0.5,0.5
181,0.0470891778,0.1789342307,0.6086235464,0.0502820905,0.140329046,0.0051768455,0.3271959844,0.0646299259,0.4749661566,0.8708796894,0.3728844005,0.6110445664,0.6341805772,0.3868386859,0.4608547164,0.1940419071,0.3396109226,0.5891578857,0.3462078045,0.4074755716,0.4434154339,0.288004971,0.1023446898,0.1124390215,0.5608269233,0.5754195945,0.3625609001,0.3719120452,0.6426678087,0.3171897594,0.611254677,0.3566334116,0.1119045582,0.5954222941,0.0867920095,0.2386645782,0.5521833805,0.6669779756,0.9011843993,0.0130571181,0.347412227,0.0258190417,0.5376381038,0.4019992258,0.4352389006,0.4177477394,0.2569901572,0.2648988454,0.3741759876,0.248482677,0.4183945862,0.4623168518,0.3900787401,0.3441815405,0.3497237954,0.254186588,0.1744728478,0.1031979759,0.6654745919,0.6622539136,0.436001932,0.6031245725,0.4708824402,0.3754020551,0.4492133309,0.2832472451,0.0937051182,0.4122579193,0.28,0.1825902284,-0.3,-0.7
182,0.2777001574,0.1573073655,0.5676138589,0.2268121466,0.1612955306,0.3274425162,0.1688611942,0.4028829763,0.601597084,0.6226220917,0.6777090324,0.6343232633,0.6468532357,0.3712880868,0.3674909891,0.5460609521,0.6196049326,0.6248548334,0.356864682,0.3360527473,0.6012640161,0.4249713305,0.2068903328,0.1466362623,0.3623725514,0.2092470931,0.2663715164,0.1363423355,0.138100257,0.3121879808,0.2319583741,0.6295262466,0.2546850643,0.2415284454,0.6985001477,0.2260791529,0.4619601022,0.5231697564,0.5107580766,0.7081051624,0.0845354412,0.3570705186,0.5892030412,0.6060398428,0.4701580264,0.3508880738,0.2385350815,0.3325231836,0.4543405361,0.4206680295,0.4908816857,0.5549206577,0.5618642134,0.560102896,0.5414717848,0.3837335708,0.3297460642,0.2079726305,0.523441782,0.2290131242,0.3010940283,0.2939487276,0.1448129135,0.3689153344,0.1449246851,0.5537239772,0.2757829476,0.2211997061,0,0.1809805182,0.5,0.4
183,0.0338906383,0.3488997248,0.5565143639,0.0530859532,0.1440297789,0.0045355408,0.3730309075,0.0457784858,0.654327102,0.8832474399,0.4276277486,0.7643279365,0.6025662495,0.3529733462,0.5226101543,0.2860636465,0.4292370504,0.4016785769,0.2274037851,0.3567672245,0.4003832037,0.3848567635,0.3454438272,0.1350430656,0.5622240304,0.815164126,0.2862491183,0.4278775637,0.3691623183,0.2161600271,0.2449522989,0.3057740197,0.5296117644,0.7543022769,0.0752156206,0.3565211598,0.4014788735,0.6756281711,0.920629633,0.0034029115,0.2917776891,0.0312245572,0.300545971,0.3022806976,0.359582708,0.2805066,0.1851286683,0.324536963,0.3610999844,0.1894121313,0.4282169648,0.3607174047,0.4056010858,0.2889006564,0.3609738571,0.3915406853,0.5595566626,0.1642591828,0.6811770735,1,0.2553001727,0.6693201861,0.3185708146,0.2679655527,0.170881036,0.2804500415,0.6374596813,0.4225093345,0.1428571429,0.2231301461,-0.5,-0.3
184,0.1365153696,0.7309906322,0.0005489698,0.1836672443,0.2202494417,0.00797245,0.8941199521,0.105488435,0.6804919752,0.5981241091,0,0.5539464434,0.850715338,0.7883404465,0.6629161477,0.5703618492,0.9949171754,0.8498480513,0.5431978241,0.618505062,0.6395437411,0.3705194426,0.2905429821,0.1563215068,0.2925044437,0.0577620658,0.2448858309,0.1154539696,1,0.3116378626,0.2511354163,0.4412968323,0.2872265855,0.5953278153,0.1893485501,0.9569474459,0.9984368211,0.7374469702,0.8142533915,0.0291334902,0.7643322344,0.0662664748,0.440939484,0.9611629565,0.8076709806,1,0.9657983949,0.9100010588,0.9876845827,0.6068120145,0.5653647913,0.7521095196,0.7680461067,0.5006575516,0.1546696352,0.6187993784,0.7715555227,0.6414075387,0.8152731704,0.1858189838,0.5071881767,0.3648189832,1,0.5736926274,0.4089163208,0.6966544588,0.6785209212,0.9092173742,0.2,0.2876949083,-0.3,-0.4
185,0.9835446544,0.129875143,0.7497877387,1,0.9291148524,0.4332261158,0.0603472824,0.7245532476,0.524032951,0.6375071609,0.4956596322,0.4664337956,0.7815464637,0.4976063797,0.5932266612,0.2776431251,0.6229263423,0.3262134378,0.6361782193,0.5819099787,0.9248063917,0.3614919671,0.2034938414,0.3779203062,0.3291783129,0.1559724612,0.4285889531,0.112402822,0.5640265516,0.4479225632,0.3100718022,0.1550447619,0.0516815253,0.3013242084,0.9751086321,0.1513382324,0.2167701662,0.4954251928,0.2049925236,0.3720050348,0.0462670021,1,0.4534768387,0.4787810851,0.5904366355,0.5055528987,0.3727980063,0.4617275325,0.615034253,0.3909598995,0.4996960488,0.488179143,0.4600967851,0.6575598193,0.5564275958,0.3747610226,0.3327059783,0.4617194381,0.5493602601,0.1601056663,0.479645464,0.2087469316,0.4025104419,0.4295958607,0.2877503722,0.1432077032,0.0482221649,0.3357385168,0.2,0.1814544335,0.7,-0.2
186,0.1096417812,0.9659165441,0.7092827949,0.2171996089,0.2611773362,0.0061725365,0.812687608,0.0587008028,0.6249760468,0.6449944864,0.1396357778,0.4531688639,0.6401914417,0.6981562678,0.8069160461,0.673127155,0.7900783663,0.7920620128,0.5619872503,0.5333511898,0.6273948662,0.3441589893,0.5288082479,0.1557364895,0.2475680947,0.068463368,0.4969444266,0.1255709347,0.5618776917,0.3614851823,0.0889676506,0.2982412237,0.1990534827,0.6877201218,0.1468273145,1,0.4873742045,0.8702329829,0.8380586102,0.01639903,1,0.0469786342,0.622680952,0.7990304294,0.707837772,0.9010522133,0.7570168706,0.8524909178,0.7876262356,0.5246938791,0.5193678987,0.7433224915,0.7709701506,0.5779276413,0.0204769689,0.5440393663,0.8771111067,0.522300907,0.6291780665,0.1558103915,0.8491023936,0.2513466508,0.5689284502,0.4346917711,0.0892336747,0.4604716908,0.3704783472,1,0.1428571429,0.2425646993,-0.2,-0.5
187,0.0679523272,0.3100013959,0.1965743946,0.0792426591,0.1345552375,0.0240703846,0.3931711011,0.0780867613,0.6494350462,0.7893341597,0.3981073205,0.7066987719,0.6468038648,0.4293659478,0.4616713432,0.2410370545,0.4404485886,0.5859663897,0.3397930205,0.4521283163,0.4089664947,0.3193870654,0.2433229658,0.1340886158,0.371082979,0.4808176148,0.3365130549,0.3467569979,0.3034286095,0.360212172,0.5793930476,0.4356087006,0.2628971425,0.5185587763,0.10323325,0.3868986163,0.6709070645,0.6050171584,0.888104877,0.041828757,0.2720029037,0.0443677561,0.312626151,0.1508899667,0.4149631256,0.2619054877,0.182974898,0.364533719,0.4349524657,0.3146883614,0.5017788054,0.4494196082,0.4286469431,0.4586930343,0.4470301685,0.33492983,0.503489766,0.2198938815,0.6282455884,0.6153329583,0.4165980289,0.572177388,0.2572241568,0.4555578136,0.5008654057,0.4001377969,0.4905927725,0.3837247376,0.1428571429,0.4459043983,-0.4,-0.2
188,0.0614538415,0.2184478745,0.419558535,0.0495336649,0.122046602,0.0098153606,0.4396683667,0.0784707713,0.5525274248,0.839084156,0.3374149932,0.7830373983,0.674612602,0.3187951134,0.4437248645,0.2383714459,0.4684537407,0.4474231534,0.1251484796,0.3385252735,0.2853301893,0.4584246164,0.282303252,0.2877905678,0.5475318746,0.5212926307,0.2135995534,0.2125890845,0.333068968,0.2563604314,0.6549379369,0.4216462784,0.2432032307,0.5427556801,0.0990242689,0.2399750732,0.5752681023,0.6403902835,0.9279593481,0.0148895961,0.2990380468,0.0382831677,0.4362618153,0.2999045542,0.4399628816,0.3320964124,0.1626569626,0.3271370406,0.3301419477,0.1988991036,0.4097528487,0.4689444048,0.3466365753,0.2947593713,0.4768625635,0.4731376897,0.5002188811,0.4350133259,0.7204689605,0.6328788021,0.2481210951,0.4137435349,0.2473253683,0.3386858983,0.5523941545,0.3219648578,0.3255179732,0.3352376213,0.0666666667,0.247345806,-0.5,-0.1
